cnt,clinical_trial_status,progression_bin,symptom_burden_bin,tx_class,tx_modality,tx_specific,visual_status_bin,site
10,NOT_MENTIONED,,,,,TPCV,NOT_MENTIONED,
10,NOT_MENTIONED,,,,,cumulus__none,IMPROVING,
10,NOT_MENTIONED,,,,,dabrafenib 50 MG Oral Capsule,NOT_MENTIONED,
10,NOT_MENTIONED,,,,,dabrafenib 50 MG Oral Capsule,,
10,NOT_MENTIONED,,,,,temozolomide 100 MG Oral Capsule,,
10,OTHER,PROGRESSION,,,,,NOT_MENTIONED,
10,OTHER,,,,,,NOT_MENTIONED,
10,,PROGRESSION,NOT_MENTIONED,BIOPSY,SURGERY,BIOPSY_ONLY,NOT_MENTIONED,
10,,PROGRESSION,NOT_MENTIONED,BIOPSY,SURGERY,BIOPSY_ONLY,,
10,,PROGRESSION,NOT_MENTIONED,BIOPSY,,BIOPSY_ONLY,NOT_MENTIONED,
10,,PROGRESSION,NOT_MENTIONED,BIOPSY,,BIOPSY_ONLY,,
10,,PROGRESSION,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,DECLINING,
10,,PROGRESSION,NOT_MENTIONED,CHEMOTHERAPY,,CARBOPLATIN_VINCRISTINE,DECLINING,
10,,PROGRESSION,NOT_MENTIONED,PLATINUM,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
10,,PROGRESSION,NOT_MENTIONED,PLATINUM,,OTHER,NOT_MENTIONED,
10,,PROGRESSION,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,,DECLINING,
10,,PROGRESSION,NOT_MENTIONED,VINCA ALKALOID,,,DECLINING,
10,,PROGRESSION,NOT_MENTIONED,,SURGERY,BIOPSY_ONLY,NOT_MENTIONED,
10,,PROGRESSION,NOT_MENTIONED,,SURGERY,BIOPSY_ONLY,,
10,,PROGRESSION,NOT_MENTIONED,,TARGETED_THERAPY,cumulus__none,DECLINING,
10,,PROGRESSION,NOT_MENTIONED,,TARGETED_THERAPY,,DECLINING,
10,,PROGRESSION,NOT_MENTIONED,,,BIOPSY_ONLY,NOT_MENTIONED,
10,,PROGRESSION,NOT_MENTIONED,,,BIOPSY_ONLY,,
10,,PROGRESSION,NOT_MENTIONED,,,cumulus__none,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,ALKYLATING,,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,ALKYLATING,,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,ALKYLATING,,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,TPCV,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,,TPCV,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,DEBULKING,SURGERY,NOT_MENTIONED,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,DEBULKING,SURGERY,SUBTOTAL,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,DEBULKING,,NOT_MENTIONED,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,DEBULKING,,SUBTOTAL,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,LOMUSTINE,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,LOMUSTINE,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,LOMUSTINE,CHEMOTHERAPY,,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,LOMUSTINE,,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,LOMUSTINE,,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,LOMUSTINE,,,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,OTHER SURGERY,SURGERY,NOT_MENTIONED,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,OTHER SURGERY,,NOT_MENTIONED,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,PARTIAL,SURGERY,PARTIAL,,
10,,PROGRESSION,SYMPTOM_PRESENT,PARTIAL,SURGERY,,,
10,,PROGRESSION,SYMPTOM_PRESENT,PARTIAL,,PARTIAL,,
10,,PROGRESSION,SYMPTOM_PRESENT,PARTIAL,,,,
10,,PROGRESSION,SYMPTOM_PRESENT,PLATINUM,CHEMOTHERAPY,OTHER,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,PLATINUM,,OTHER,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,SUBTOTAL,SURGERY,SUBTOTAL,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,SUBTOTAL,SURGERY,,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,SUBTOTAL,,SUBTOTAL,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,SUBTOTAL,,,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,TEMOZOLOMIDE,CHEMOTHERAPY,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,TEMOZOLOMIDE,,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,VINCRISTINE,CHEMOTHERAPY,,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,VINCRISTINE,,,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,TPCV,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,,CLINICAL_TRIAL,,,
10,,PROGRESSION,SYMPTOM_PRESENT,,SURGERY,PARTIAL,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,,SURGERY,SUBTOTAL,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,,,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,,,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,,,PARTIAL,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,,,SUBTOTAL,DECLINING,
10,,PROGRESSION,SYMPTOM_PRESENT,,,TPCV,NOT_MENTIONED,
10,,PROGRESSION,SYMPTOM_PRESENT,,,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,ALKYLATING,,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,,ALKYLATING,,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,ALKYLATING,,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,AVAILABLE AND ELIGIBLE,CLINICAL_TRIAL,AVAILABLE_AND_ELIGIBLE,,
10,,PROGRESSION,,AVAILABLE AND ELIGIBLE,CLINICAL_TRIAL,,,
10,,PROGRESSION,,AVAILABLE AND ELIGIBLE,,AVAILABLE_AND_ELIGIBLE,,
10,,PROGRESSION,,AVAILABLE AND ELIGIBLE,,,,
10,,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,TPCV,NOT_MENTIONED,
10,,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,CHEMOTHERAPY,,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,PROGRESSION,,CHEMOTHERAPY,,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,,CHEMOTHERAPY,,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,CHEMOTHERAPY,,TPCV,NOT_MENTIONED,
10,,PROGRESSION,,CHEMOTHERAPY,,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,DEBULKING,SURGERY,NOT_MENTIONED,DECLINING,
10,,PROGRESSION,,DEBULKING,,NOT_MENTIONED,DECLINING,
10,,PROGRESSION,,LOMUSTINE,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,,LOMUSTINE,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,LOMUSTINE,CHEMOTHERAPY,,DECLINING,
10,,PROGRESSION,,LOMUSTINE,,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,,LOMUSTINE,,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,LOMUSTINE,,,DECLINING,
10,,PROGRESSION,,OTHER SURGERY,SURGERY,NOT_MENTIONED,DECLINING,
10,,PROGRESSION,,OTHER SURGERY,,NOT_MENTIONED,DECLINING,
10,,PROGRESSION,,SUBTOTAL,SURGERY,SUBTOTAL,DECLINING,
10,,PROGRESSION,,SUBTOTAL,SURGERY,,DECLINING,
10,,PROGRESSION,,SUBTOTAL,,SUBTOTAL,DECLINING,
10,,PROGRESSION,,SUBTOTAL,,,DECLINING,
10,,PROGRESSION,,TEMOZOLOMIDE,CHEMOTHERAPY,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,TEMOZOLOMIDE,,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,TOPOISOMERASE,CHEMOTHERAPY,NOT_MENTIONED,DECLINING,
10,,PROGRESSION,,TOPOISOMERASE,CHEMOTHERAPY,OTHER,DECLINING,
10,,PROGRESSION,,TOPOISOMERASE,,NOT_MENTIONED,DECLINING,
10,,PROGRESSION,,TOPOISOMERASE,,OTHER,DECLINING,
10,,PROGRESSION,,VINCA ALKALOID,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,PROGRESSION,,VINCA ALKALOID,,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,PROGRESSION,,VINCRISTINE,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,PROGRESSION,,VINCRISTINE,,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,PROGRESSION,,,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,PROGRESSION,,,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,,,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,,CHEMOTHERAPY,TPCV,NOT_MENTIONED,
10,,PROGRESSION,,,CHEMOTHERAPY,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,,CLINICAL_TRIAL,AVAILABLE_AND_ELIGIBLE,,
10,,PROGRESSION,,,SURGERY,SUBTOTAL,DECLINING,
10,,PROGRESSION,,,,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,PROGRESSION,,,,AVAILABLE_AND_ELIGIBLE,,
10,,PROGRESSION,,,,Lomustine 10 MG Oral Capsule,DECLINING,
10,,PROGRESSION,,,,Lomustine 10 MG Oral Capsule,NOT_MENTIONED,
10,,PROGRESSION,,,,SUBTOTAL,DECLINING,
10,,PROGRESSION,,,,TPCV,NOT_MENTIONED,
10,,PROGRESSION,,,,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,STABLE,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,
10,,STABLE,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,,
10,,STABLE,NOT_MENTIONED,CHEMOTHERAPY,,NOT_MENTIONED,NOT_MENTIONED,
10,,STABLE,NOT_MENTIONED,CHEMOTHERAPY,,NOT_MENTIONED,,
10,,STABLE,NOT_MENTIONED,PLATINUM,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
10,,STABLE,NOT_MENTIONED,PLATINUM,,OTHER,NOT_MENTIONED,
10,,STABLE,NOT_MENTIONED,,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
10,,STABLE,NOT_MENTIONED,,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,,
10,,STABLE,NOT_MENTIONED,,,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
10,,STABLE,NOT_MENTIONED,,,CARBOPLATIN_VINCRISTINE,,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,NOT_MENTIONED,,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,OTHER,,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,,NOT_MENTIONED,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,,,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,,NOT_MENTIONED,NOT_MENTIONED,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,,NOT_MENTIONED,,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,,OTHER,NOT_MENTIONED,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,,OTHER,,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,,,NOT_MENTIONED,
10,,STABLE,SYMPTOM_PRESENT,ALKYLATING,,,,
10,,STABLE,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
10,,STABLE,SYMPTOM_PRESENT,CHEMOTHERAPY,,OTHER,NOT_MENTIONED,
10,,STABLE,,,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
10,,STABLE,,,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,,
10,,STABLE,,,,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
10,,STABLE,,,,CARBOPLATIN_VINCRISTINE,,
10,,,NOT_MENTIONED,ANTIMETABOLITE,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,
10,,,NOT_MENTIONED,ANTIMETABOLITE,CHEMOTHERAPY,OTHER,,
10,,,NOT_MENTIONED,ANTIMETABOLITE,,NOT_MENTIONED,NOT_MENTIONED,
10,,,NOT_MENTIONED,ANTIMETABOLITE,,OTHER,,
10,,,NOT_MENTIONED,BIOPSY,SURGERY,BIOPSY_ONLY,NOT_MENTIONED,
10,,,NOT_MENTIONED,BIOPSY,SURGERY,BIOPSY_ONLY,,
10,,,NOT_MENTIONED,BIOPSY,SURGERY,NOT_MENTIONED,NOT_MENTIONED,
10,,,NOT_MENTIONED,BIOPSY,SURGERY,NOT_MENTIONED,,
10,,,NOT_MENTIONED,BIOPSY,,BIOPSY_ONLY,NOT_MENTIONED,
10,,,NOT_MENTIONED,BIOPSY,,BIOPSY_ONLY,,
10,,,NOT_MENTIONED,BIOPSY,,NOT_MENTIONED,NOT_MENTIONED,
10,,,NOT_MENTIONED,BIOPSY,,NOT_MENTIONED,,
10,,,NOT_MENTIONED,BRAF MEK COMBINATION,TARGETED_THERAPY,cumulus__none,,
10,,,NOT_MENTIONED,BRAF MEK COMBINATION,TARGETED_THERAPY,,,
10,,,NOT_MENTIONED,BRAF MEK COMBINATION,,cumulus__none,,
10,,,NOT_MENTIONED,BRAF MEK COMBINATION,,,,
10,,,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,,
10,,,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,OTHER,DECLINING,
10,,,NOT_MENTIONED,CHEMOTHERAPY,,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,,NOT_MENTIONED,CHEMOTHERAPY,,2 ML Vincristine Sulfate 1 MG/ML Injection,,
10,,,NOT_MENTIONED,CHEMOTHERAPY,,OTHER,DECLINING,
10,,,NOT_MENTIONED,CRANIOTOMY,SURGERY,NOT_MENTIONED,NOT_MENTIONED,
10,,,NOT_MENTIONED,CRANIOTOMY,SURGERY,NOT_MENTIONED,,
10,,,NOT_MENTIONED,CRANIOTOMY,,NOT_MENTIONED,NOT_MENTIONED,
10,,,NOT_MENTIONED,CRANIOTOMY,,NOT_MENTIONED,,
10,,,NOT_MENTIONED,GROSS TOTAL,SURGERY,GROSS_TOTAL,NOT_MENTIONED,
10,,,NOT_MENTIONED,GROSS TOTAL,SURGERY,GROSS_TOTAL,,
10,,,NOT_MENTIONED,GROSS TOTAL,SURGERY,,NOT_MENTIONED,
10,,,NOT_MENTIONED,GROSS TOTAL,SURGERY,,,
10,,,NOT_MENTIONED,GROSS TOTAL,,GROSS_TOTAL,NOT_MENTIONED,
10,,,NOT_MENTIONED,GROSS TOTAL,,GROSS_TOTAL,,
10,,,NOT_MENTIONED,GROSS TOTAL,,,NOT_MENTIONED,
10,,,NOT_MENTIONED,GROSS TOTAL,,,,
10,,,NOT_MENTIONED,PLATINUM,CHEMOTHERAPY,,DECLINING,
10,,,NOT_MENTIONED,PLATINUM,,,DECLINING,
10,,,NOT_MENTIONED,SUBTOTAL,SURGERY,SUBTOTAL,NOT_MENTIONED,
10,,,NOT_MENTIONED,SUBTOTAL,SURGERY,SUBTOTAL,,
10,,,NOT_MENTIONED,SUBTOTAL,SURGERY,,NOT_MENTIONED,
10,,,NOT_MENTIONED,SUBTOTAL,SURGERY,,,
10,,,NOT_MENTIONED,SUBTOTAL,,SUBTOTAL,NOT_MENTIONED,
10,,,NOT_MENTIONED,SUBTOTAL,,SUBTOTAL,,
10,,,NOT_MENTIONED,SUBTOTAL,,,NOT_MENTIONED,
10,,,NOT_MENTIONED,SUBTOTAL,,,,
10,,,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,,
10,,,NOT_MENTIONED,VINCA ALKALOID,,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,,NOT_MENTIONED,VINCA ALKALOID,,2 ML Vincristine Sulfate 1 MG/ML Injection,,
10,,,NOT_MENTIONED,VINCRISTINE,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,,NOT_MENTIONED,VINCRISTINE,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,,
10,,,NOT_MENTIONED,VINCRISTINE,CHEMOTHERAPY,,NOT_MENTIONED,
10,,,NOT_MENTIONED,VINCRISTINE,CHEMOTHERAPY,,,
10,,,NOT_MENTIONED,VINCRISTINE,,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,,NOT_MENTIONED,VINCRISTINE,,2 ML Vincristine Sulfate 1 MG/ML Injection,,
10,,,NOT_MENTIONED,VINCRISTINE,,,NOT_MENTIONED,
10,,,NOT_MENTIONED,VINCRISTINE,,,,
10,,,NOT_MENTIONED,,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,,NOT_MENTIONED,,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,,
10,,,NOT_MENTIONED,,CHEMOTHERAPY,NOT_MENTIONED,DECLINING,
10,,,NOT_MENTIONED,,SURGERY,BIOPSY_ONLY,NOT_MENTIONED,
10,,,NOT_MENTIONED,,SURGERY,BIOPSY_ONLY,,
10,,,NOT_MENTIONED,,SURGERY,SUBTOTAL,NOT_MENTIONED,
10,,,NOT_MENTIONED,,SURGERY,SUBTOTAL,,
10,,,NOT_MENTIONED,,TARGETED_THERAPY,cumulus__none,DECLINING,
10,,,NOT_MENTIONED,,TARGETED_THERAPY,,DECLINING,
10,,,NOT_MENTIONED,,,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,,NOT_MENTIONED,,,2 ML Vincristine Sulfate 1 MG/ML Injection,,
10,,,NOT_MENTIONED,,,BIOPSY_ONLY,NOT_MENTIONED,
10,,,NOT_MENTIONED,,,BIOPSY_ONLY,,
10,,,NOT_MENTIONED,,,SUBTOTAL,NOT_MENTIONED,
10,,,NOT_MENTIONED,,,SUBTOTAL,,
10,,,NOT_MENTIONED,,,cumulus__none,DECLINING,
10,,,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,DECLINING,
10,,,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,ALKYLATING,,Lomustine 10 MG Oral Capsule,DECLINING,
10,,,SYMPTOM_PRESENT,ALKYLATING,,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,IMPROVING,
10,,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,DECLINING,
10,,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,TPCV,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,CHEMOTHERAPY,,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,CHEMOTHERAPY,,CARBOPLATIN_VINCRISTINE,IMPROVING,
10,,,SYMPTOM_PRESENT,CHEMOTHERAPY,,Lomustine 10 MG Oral Capsule,DECLINING,
10,,,SYMPTOM_PRESENT,CHEMOTHERAPY,,TPCV,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,CHEMOTHERAPY,,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,DEBULKING,SURGERY,NOT_MENTIONED,DECLINING,
10,,,SYMPTOM_PRESENT,DEBULKING,SURGERY,SUBTOTAL,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,DEBULKING,,NOT_MENTIONED,DECLINING,
10,,,SYMPTOM_PRESENT,DEBULKING,,SUBTOTAL,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,LOMUSTINE,CHEMOTHERAPY,Lomustine 10 MG Oral Capsule,DECLINING,
10,,,SYMPTOM_PRESENT,LOMUSTINE,CHEMOTHERAPY,,DECLINING,
10,,,SYMPTOM_PRESENT,LOMUSTINE,,Lomustine 10 MG Oral Capsule,DECLINING,
10,,,SYMPTOM_PRESENT,LOMUSTINE,,,DECLINING,
10,,,SYMPTOM_PRESENT,OTHER SURGERY,SURGERY,NOT_MENTIONED,DECLINING,
10,,,SYMPTOM_PRESENT,OTHER SURGERY,,NOT_MENTIONED,DECLINING,
10,,,SYMPTOM_PRESENT,PARTIAL,SURGERY,PARTIAL,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,PARTIAL,SURGERY,,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,PARTIAL,,PARTIAL,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,PARTIAL,,,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,PLATINUM,CHEMOTHERAPY,OTHER,DECLINING,
10,,,SYMPTOM_PRESENT,PLATINUM,,OTHER,DECLINING,
10,,,SYMPTOM_PRESENT,SUBTOTAL,SURGERY,SUBTOTAL,DECLINING,
10,,,SYMPTOM_PRESENT,SUBTOTAL,SURGERY,,DECLINING,
10,,,SYMPTOM_PRESENT,SUBTOTAL,,SUBTOTAL,DECLINING,
10,,,SYMPTOM_PRESENT,SUBTOTAL,,,DECLINING,
10,,,SYMPTOM_PRESENT,TEMOZOLOMIDE,CHEMOTHERAPY,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,TEMOZOLOMIDE,,temozolomide 100 MG Oral Capsule,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,VINCA ALKALOID,CHEMOTHERAPY,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
10,,,SYMPTOM_PRESENT,VINCA ALKALOID,,2 ML Vincristine Sulfate 1 MG/ML Injection,NOT_MENTIONED,
